year,ahe,bachelor,female,age
2012,29.38034248,1,1,32
2012,14.90384579,0,1,29
2012,11.75213718,0,1,26
2012,5.494505405,0,0,30
2012,11.53846169,0,1,32
2012,30.44871712,1,0,33
2012,16.1546154,0,0,30
2012,8.223684311,0,1,30
2012,7.407407284,1,1,25
2012,10.41666698,0,0,26
2012,29.08653831,1,0,32
2012,36.05769348,0,0,30
2012,10.09615421,0,0,34
2012,28.84615326,1,0,31
2012,33.65384674,1,0,31
2012,19.23077011,1,0,31
2012,19.23077011,1,0,25
2012,24.03846169,1,0,25
2012,32.05128098,0,0,33
2012,46.39422989,1,0,32
2012,7.692307472,0,1,32
2012,16.82692337,1,0,32
2012,15.38461494,0,1,28
2012,25,1,1,34
2012,24.03846169,1,0,34
2012,12.82051277,0,0,34
2012,36.05769348,1,1,28
2012,21.63461494,1,1,26
2012,21.36752129,1,0,30
2012,13.94230747,0,0,29
2012,17.78846169,0,0,29
2012,7.396449566,1,0,30
2012,15.38461494,0,0,33
2012,9.29487133,0,0,34
2012,10.57692337,0,1,29
2012,6.923077106,0,0,32
2012,4.807692528,0,0,32
2012,28.84615326,1,0,30
2012,13.46153831,0,0,25
2012,8.654808044,0,1,33
2012,37.98077011,1,1,32
2012,11.29807663,0,0,26
2012,43.27019119,1,0,27
2012,25.64102554,1,1,28
2012,15.625,0,1,34
2012,14.28571415,0,0,29
2012,18.26922989,0,1,33
2012,22.03525734,1,1,33
2012,21.63461494,1,1,25
2012,34.61538315,0,0,34
2012,15.25198936,0,0,30
2012,21.63461494,0,0,34
2012,9.401709557,0,1,29
2012,13.46153831,1,0,29
2012,4.807692528,0,1,34
2012,7.967032909,0,1,28
2012,24.5201931,0,0,30
2012,12.06730747,1,1,26
2012,12.98076916,1,0,25
2012,29.32692337,1,1,27
2012,14.42307663,1,0,28
2012,46.15384674,1,0,33
2012,18.16239357,0,0,28
2012,11.53846169,1,1,33
2012,5.769230843,0,0,31
2012,20.39038467,0,1,27
2012,12.82051277,0,0,33
2012,21.15384674,1,1,29
2012,40.86538315,1,0,28
2012,4.370629311,0,0,25
2012,26.92307663,1,0,27
2012,22.11538506,1,0,25
2012,23.07692337,1,0,31
2012,25.48077011,1,1,31
2012,9.375,0,1,31
2012,22.5,0,0,30
2012,14.42307663,1,0,25
2012,14.79289913,0,0,34
2012,2.307692289,1,1,26
2012,40.86538315,1,0,29
2012,21.63461494,1,1,34
2012,4.523077011,0,1,25
2012,72.11538696,1,0,32
2012,16.82692337,1,1,32
2012,5.769230843,1,1,31
2012,4.114490032,0,0,27
2012,16.82692337,0,0,26
2012,13.46153831,0,1,29
2012,19.23077011,0,1,30
2012,16.94444466,0,1,28
2012,33.21678162,1,0,31
2012,21.63461494,1,1,27
2012,25.10683823,1,1,30
2012,14.9572649,0,0,32
2012,16.82692337,1,1,26
2012,25.21367455,1,0,32
2012,6.868131638,0,1,34
2012,23.07692337,1,1,26
2012,19.23077011,1,0,34
2012,10.41666698,0,0,26
2012,18.54395676,1,0,28
2012,22.96880341,0,0,31
2012,14.97735023,1,1,32
2012,17.52136803,1,1,33
2012,10,0,1,29
2012,34.18803406,1,0,32
2012,13.46153831,0,0,33
2012,28.84615326,1,1,32
2012,22.35577011,0,0,28
2012,33.33333206,1,1,34
2012,19.23077011,0,0,32
2012,15.10988998,0,0,32
2012,28.84615326,0,0,32
2012,11.21794891,0,1,29
2012,13.46153831,0,0,34
2012,14.90384579,0,1,34
2012,20.83333397,0,0,28
2012,29.9145298,1,0,30
2012,24.78632545,1,1,27
2012,30.76922989,1,0,29
2012,12.01923084,0,0,28
2012,14.03846169,1,1,28
2012,38.46154022,0,0,30
2012,25,1,0,30
2012,9.890110016,1,0,30
2012,18,1,0,28
2012,15.38461494,1,0,27
2012,21.63461494,0,0,31
2012,8.653845787,0,0,29
2012,16.53846169,1,1,27
2012,23.62637329,1,1,30
2012,16.23931694,0,0,33
2012,11,0,0,26
2012,7.692307472,0,1,25
2012,30.44871712,1,0,32
2012,25.28000069,0,0,29
2012,22.11538506,1,0,33
2012,17.94871712,0,0,34
2012,12.76223755,1,1,27
2012,13.46153831,0,0,32
2012,18.3150177,1,1,34
2012,24.5,1,1,27
2012,16.66666603,1,0,32
2012,17.78846169,1,1,29
2012,17.78942299,1,1,32
2012,21.36752129,1,1,25
2012,19.23077011,1,0,25
2012,21.15384674,1,1,29
2012,33.65384674,1,0,29
2012,17.09487152,1,1,28
2012,23.50427437,1,1,33
2012,42.30769348,1,0,32
2012,16.82692337,0,1,31
2012,10.98901081,0,1,32
2012,6.25,1,1,27
2012,28.84615326,0,0,34
2012,16.82692337,1,1,26
2012,32.93269348,1,1,32
2012,13.18681335,1,1,26
2012,12.01923084,1,0,34
2012,11.33241749,1,1,25
2012,18.53146935,0,1,31
2012,18.26922989,0,0,30
2012,9.134614944,0,1,29
2012,23.31730843,1,1,32
2012,33.65384674,1,0,34
2012,26.51922989,1,0,32
2012,34.90384674,1,1,32
2012,11.05769253,0,1,32
2012,28.84615326,1,1,31
2012,10.43317318,1,0,30
2012,24.03846169,1,0,32
2012,19.71153831,0,0,30
2012,13.46153831,0,1,33
2012,32.05128098,1,1,33
2012,13.88888931,1,0,32
2012,26.92307663,1,1,32
2012,25.64102554,0,1,31
2012,14.42307663,1,0,33
2012,12.98076916,1,0,26
2012,11.53846169,1,1,28
2012,13.46153831,0,0,31
2012,11.53846169,0,1,25
2012,15.38461494,0,0,30
2012,17.78846169,1,1,33
2012,16.23931694,0,0,29
2012,17,1,0,25
2012,28.04487228,1,0,33
2012,20.19230843,0,1,34
2012,11.96581173,0,0,31
2012,17.78846169,0,0,30
2012,14.90384579,0,0,33
2012,13.46153831,1,1,33
2012,38.46154022,1,0,33
2012,33.84615326,1,0,33
2012,33.84615326,1,0,33
2012,18.5,0,0,32
2012,10.05244732,0,0,34
2012,28.26922989,1,1,34
2012,16.5,0,0,32
2012,14.42307663,0,0,25
2012,19.67799568,1,1,32
2012,27.88461494,1,0,34
2012,21.53846169,0,0,29
2012,40.06410217,1,1,32
2012,15.38461494,0,0,25
2012,13.07692337,1,1,33
2012,15.38461494,1,0,28
2012,13.46153831,1,1,31
2012,27.2435894,1,0,32
2012,35.09615326,1,0,31
2012,20.19230843,0,1,30
2012,12.98076916,0,1,30
2012,17.78846169,0,1,30
2012,15.38461494,0,0,28
2012,8.791209221,0,1,28
2012,5.769230843,0,1,31
2012,24.62121201,0,0,34
2012,11.53846169,1,0,32
2012,14.42307663,1,1,30
2012,24.03846169,0,0,31
2012,12.01923084,0,0,25
2012,4.39560461,0,1,32
2012,13.46153831,0,0,32
2012,17.30769157,0,0,32
2012,24.03846169,1,1,32
2012,11.53846169,0,1,31
2012,11.73557663,1,1,31
2012,23,1,0,30
2012,9.615385056,1,1,29
2012,14.90384579,0,1,30
2012,14.90384579,0,1,28
2012,20.5128212,1,0,26
2012,16.48351669,0,0,26
2012,14.42307663,1,0,28
2012,11.53846169,1,0,33
2012,12.02019215,0,0,25
2012,37.15034866,0,0,31
2012,10.09615421,1,1,29
2012,19.23077011,1,0,32
2012,28.36538506,1,1,31
2012,18.75,0,0,27
2012,13.46153831,1,1,33
2012,20.19230843,0,0,33
2012,23.07692337,1,1,29
2012,22.11538506,1,0,34
2012,25,1,0,33
2012,16.53846169,1,0,31
2012,10.57692337,1,1,33
2012,18.13186836,0,1,32
2012,34.61538315,1,0,29
2012,19.71153831,1,0,31
2012,12.44939232,0,0,30
2012,19.23077011,1,1,29
2012,13.46153831,1,1,32
2012,19.23077011,0,1,26
2012,13.58131886,0,1,26
2012,19.71153831,0,0,31
2012,17.78942299,1,1,28
2012,28.84615326,1,0,32
2012,48.07692337,1,1,34
2012,18.75,0,1,30
2012,55.28845978,0,0,32
2012,15.81196594,1,0,31
2012,17.78846169,1,1,30
2012,13.46153831,1,0,26
2012,16.14999962,1,0,29
2012,41.09230804,0,0,34
2012,16.29807663,1,1,29
2012,5,0,0,31
2012,35.83916092,0,0,27
2012,27.88461494,1,1,33
2012,23.07692337,1,0,30
2012,25.51043892,0,0,34
2012,24.03846169,1,0,28
2012,29.56730843,1,1,27
2012,5.78231287,1,1,25
2012,24.03846169,1,0,33
2012,9.616346359,0,0,30
2012,17.78846169,0,0,29
2012,16.34711456,1,0,25
2012,13.98671341,1,1,27
2012,22.52747345,1,1,30
2012,12.30769253,1,0,31
2012,15.38461494,0,0,27
2012,19.23077011,1,0,27
2012,44.56730652,1,0,32
2012,31.25,1,1,30
2012,20.19230843,1,0,30
2012,72.11538696,1,0,34
2012,21.23397446,1,1,33
2012,35.09615326,1,0,33
2012,19.69230843,0,1,31
2012,27.40384674,1,1,32
2012,15.86538506,1,1,25
2012,33.65384674,1,0,33
2012,38.46154022,1,1,29
2012,35.25640869,1,1,28
2012,36.05769348,1,1,33
2012,15.93406582,0,0,28
2012,25,1,0,26
2012,24.51922989,1,1,28
2012,28.84615326,1,0,25
2012,24.03846169,1,0,31
2012,19.71153831,1,1,27
2012,22.59615326,1,0,30
2012,21.36752129,1,0,34
2012,37.5,1,1,28
2012,30,1,0,32
2012,12.01923084,0,0,32
2012,30,1,0,31
2012,39.56044006,1,0,34
2012,17.25961494,1,1,28
2012,15.38461494,1,1,25
2012,16.83673477,1,1,27
2012,26.44230843,1,0,32
2012,22.59615326,1,1,27
2012,42.78845978,1,1,34
2012,8.17307663,0,1,29
2012,28.42777824,1,1,29
2012,28.84615326,1,0,31
2012,28.84615326,1,0,26
2012,36.05769348,1,0,28
2012,16.82692337,1,1,31
2012,33.65384674,1,1,30
2012,23.07692337,1,0,33
2012,28.84615326,1,1,26
2012,5.75,1,1,25
2012,23.64864922,1,1,29
2012,10.09615421,0,1,34
2012,13.55692291,1,1,25
2012,23.02307701,1,0,25
2012,9.551281929,0,0,26
2012,15.38461494,0,1,34
2012,20.19230843,1,0,34
2012,21.63461494,1,1,33
2012,40.86538315,1,1,31
2012,38.46154022,1,1,33
2012,23.86971092,1,1,30
2012,15.38461494,1,1,25
2012,17.78846169,0,0,30
2012,37.5,1,1,33
2012,28.84615326,1,0,27
2012,35.57692337,1,0,30
2012,32.47863388,1,0,31
2012,25,1,0,30
2012,5.769230843,0,0,25
2012,36.05769348,0,0,28
2012,10.6275301,0,0,28
2012,35.57692337,1,0,28
2012,36.05769348,1,1,29
2012,15.38461494,0,1,32
2012,16.49038506,1,0,31
2012,9.615385056,0,0,33
2012,23.93162346,1,0,31
2012,13.46153831,1,1,31
2012,28.84615326,1,0,28
2012,21.36752129,0,0,33
2012,25,1,1,29
2012,22.59615326,1,0,28
2012,25,1,0,31
2012,28.84615326,1,0,30
2012,16.34615326,1,1,26
2012,25.24038506,1,0,27
2012,28.84615326,1,1,27
2012,28.84615326,1,0,27
2012,18.80341911,1,1,29
2012,38.46154022,1,0,30
2012,25,0,0,33
2012,20.19230843,0,1,30
2012,12.23776245,1,0,33
2012,16.82692337,1,0,27
2012,37.39316177,1,1,28
2012,12.23776245,1,0,25
2012,20.19230843,1,0,25
2012,10.33653831,1,1,27
2012,16.82692337,1,0,28
2012,57.69230652,1,0,34
2012,23.90852356,1,1,34
2012,14.42307663,0,1,28
2012,10.82966995,0,0,31
2012,15.06410217,1,0,27
2012,24.03846169,1,1,27
2012,27.69230843,1,1,28
2012,13.46153831,1,0,30
2012,27.77777863,0,0,31
2012,28.113554,1,0,33
2012,29.32692337,1,1,34
2012,17.78846169,0,0,32
2012,14.71153831,1,1,33
2012,26.44230843,0,1,33
2012,19.23077011,1,1,29
2012,15.38461494,1,1,34
2012,8.741258621,1,1,30
2012,14.42307663,0,0,26
2012,14.32692337,1,1,32
2012,16.82692337,1,0,32
2012,23.07692337,0,0,32
2012,38.46154022,1,0,33
2012,18.50961494,1,0,25
2012,28.84615326,1,1,29
2012,28.84615326,1,0,30
2012,6.923077106,0,0,28
2012,24.03846169,1,1,32
2012,23.07692337,1,0,31
2012,6.837606907,0,1,27
2012,25.96153831,1,0,26
2012,18.16239357,0,0,25
2012,15.625,1,1,25
2012,10.56290054,1,1,25
2012,10.91346169,1,0,26
2012,20,1,0,25
2012,12.82051277,1,1,25
2012,31.25,1,0,31
2012,35.57692337,1,1,29
2012,11.53846169,0,1,33
2012,15.65295124,0,0,26
2012,13.73626328,0,1,30
2012,17.94871712,0,0,33
2012,16.82692337,1,1,33
2012,14.23076916,1,1,28
2012,14.42307663,0,0,32
2012,20.5128212,1,1,34
2012,9.615385056,0,0,28
2012,6.730769157,0,0,27
2012,12.02019215,0,1,27
2012,36.5394249,1,0,33
2012,12.82051277,0,0,29
2012,7.211538315,0,0,33
2012,11.15384579,1,1,33
2012,12.01923084,0,1,33
2012,7.692307472,0,0,34
2012,30.76922989,1,0,29
2012,13.46153831,0,1,31
2012,12.02019215,0,0,32
2012,36.05769348,0,0,28
2012,21.92307663,0,0,27
2012,11.21794891,0,0,29
2012,21.63461494,0,0,25
2012,18.37606812,1,0,27
2012,18.16239357,1,0,33
2012,13.7435894,1,0,31
2012,19.23077011,1,0,28
2012,7.544082642,0,0,25
2012,20.38461494,1,0,27
2012,15.86538506,1,1,27
2012,8.17307663,0,1,27
2012,10.57788467,0,0,32
2012,14.42307663,0,1,29
2012,20.19230843,1,0,27
2012,40.86538315,1,1,28
2012,18.18181801,1,0,34
2012,25,0,0,31
2012,16.82692337,0,0,30
2012,13.94230747,1,1,26
2012,21.63461494,1,1,33
2012,27.77777863,1,1,28
2012,22.53701973,0,0,27
2012,12.5,0,0,30
2012,12.66666698,0,0,32
2012,22.43589783,0,1,30
2012,12.01923084,1,1,26
2012,6.586538315,0,1,28
2012,34.18803406,1,0,34
2012,40.86538315,1,0,25
2012,13.46153831,1,1,30
2012,24.03846169,1,1,31
2012,20.19230843,0,0,33
2012,18.87019157,0,0,32
2012,29.38034248,1,1,32
2012,19.23077011,1,0,27
2012,24.03846169,1,0,26
2012,25.48077011,1,1,28
2012,26.44230843,1,1,25
2012,22.11538506,1,0,28
2012,17.30769157,1,1,33
2012,20.19230843,1,1,28
2012,19.23077011,1,0,28
2012,24.03846169,1,0,28
2012,10.41666698,1,0,25
2012,20.71006012,1,1,33
2012,28.46153831,1,1,32
2012,18.14743614,0,0,29
2012,20.83333397,0,1,33
2012,14,0,0,27
2012,7.211538315,0,0,26
2012,13.94230747,0,1,26
2012,6.730769157,0,1,34
2012,28.84615326,1,0,34
2012,17.30769157,1,1,32
2012,21.97802162,1,1,28
2012,27.11538506,1,1,29
2012,32.05128098,1,0,28
2012,23.84615326,1,0,33
2012,19.42307663,1,1,29
2012,20.40816307,1,0,25
2012,25,0,0,34
2012,17.94871712,1,0,27
2012,14.79289913,1,0,30
2012,19.23077011,1,0,32
2012,3.846923113,0,1,28
2012,23.35164833,1,0,31
2012,29.80769157,1,1,29
2012,16.34615326,0,1,26
2012,7.692307472,0,0,34
2012,17.09401703,1,0,28
2012,34.13461685,0,0,33
2012,22.22222137,1,0,28
2012,29.80769157,1,1,28
2012,7.692307472,1,1,34
2012,16.48351669,0,0,28
2012,18.26922989,1,1,25
2012,13.88888931,1,0,33
2012,24.03846169,1,0,25
2012,15.38461494,1,0,25
2012,32.69230652,0,0,33
2012,12.23776245,1,1,29
2012,9.615385056,1,1,26
2012,13.46153831,1,0,28
2012,30,0,0,27
2012,20.38461494,1,0,26
2012,24.03846169,1,0,34
2012,14.90384579,1,1,31
2012,14.61538506,1,0,31
2012,16.34615326,1,1,30
2012,13.67521381,1,0,33
2012,21.97802162,1,1,32
2012,38.46154022,1,0,29
2012,13.46153831,1,1,26
2012,11.92307663,0,0,27
2012,19.23077011,0,0,31
2012,8.791209221,0,1,32
2012,21.67832184,1,0,30
2012,14.9572649,0,0,29
2012,10.2564106,1,0,34
2012,13.84692287,0,1,29
2012,13.73626328,0,0,30
2012,12.01923084,0,1,33
2012,25,1,1,33
2012,21.63461494,0,0,27
2012,16.66666603,1,0,30
2012,33.17307663,0,0,31
2012,15.38461494,0,0,25
2012,22.05128288,1,0,25
2012,11.05769253,1,0,25
2012,10.1960783,1,1,26
2012,5.717255592,0,1,33
2012,13.46153831,1,1,33
2012,21.85314751,0,0,34
2012,9.615385056,0,0,26
2012,10.48951054,0,0,31
2012,11.53846169,0,0,29
2012,15.38461494,1,1,26
2012,16.82692337,1,0,25
2012,32.30769348,1,0,30
2012,14.7299509,0,0,32
2012,21.63461494,1,0,30
2012,19.23077011,1,1,32
2012,10.48951054,0,0,30
2012,14.9572649,0,0,28
2012,11.53846169,0,1,26
2012,14.42307663,0,1,28
2012,50,1,1,33
2012,16.82692337,1,1,28
2012,38.46154022,0,0,32
2012,7.777777672,0,0,25
2012,17.54807663,1,1,30
2012,24.13003731,1,0,33
2012,27.88461494,0,0,31
2012,11.53846169,0,1,30
2012,15.38461494,0,0,30
2012,16.82692337,1,0,32
2012,14.18269253,1,0,33
2012,14.42307663,1,1,33
2012,14.90384579,0,1,25
2012,4,0,0,33
2012,16.82692337,0,0,25
2012,5.208333492,0,0,26
2012,6.730769157,0,0,29
2012,17.36111069,0,0,34
2012,12.5,0,0,33
2012,11.53846169,0,0,28
2012,18.75,0,0,26
2012,15.86538506,1,0,28
2012,13.94230747,1,1,28
2012,43.26922989,1,0,33
2012,16.63461494,1,0,27
2012,6.787330151,0,0,27
2012,16.15384674,0,1,26
2012,12.01923084,0,1,28
2012,18.80341911,1,0,33
2012,32.88461685,1,1,34
2012,17.78846169,0,0,30
2012,6.923077106,0,1,26
2012,39.90384674,1,1,30
2012,16.82692337,0,0,32
2012,36.15384674,1,0,29
2012,11.53846169,0,1,30
2012,28.84615326,0,0,32
2012,21.23397446,1,1,31
2012,9.134614944,0,1,32
2012,28.84615326,1,0,25
2012,26.92307663,1,0,28
2012,31.42589188,1,0,34
2012,15.38461494,1,0,29
2012,24.03846169,1,0,26
2012,16.5,1,0,26
2012,24.03846169,1,0,32
2012,28.84615326,1,0,26
2012,13.73626328,1,0,33
2012,17.30769157,0,1,33
2012,19.23077011,1,1,34
2012,16.34615326,0,1,27
2012,14.125,1,0,33
2012,24.03846169,1,0,28
2012,23.07692337,0,1,34
2012,14.42307663,1,1,28
2012,30.76922989,1,0,31
2012,21.15384674,1,0,34
2012,17.69230843,1,1,26
2012,15.86538506,1,0,28
2012,26.44230843,1,0,26
2012,10.09615421,0,1,34
2012,33.65480804,0,0,31
2012,16.82692337,0,1,25
2012,32.69230652,1,0,28
2012,19.23077011,1,1,31
2012,12.82051277,1,0,31
2012,20.94017029,1,0,33
2012,15.10416698,0,0,32
2012,18.26922989,1,1,27
2012,26.44230843,1,1,28
2012,7.777777672,1,0,27
2012,21.79487228,0,1,32
2012,24.03846169,1,0,31
2012,11.57894707,0,0,26
2012,13.11188793,0,0,34
2012,21.63461494,1,0,25
2012,9.467455864,1,0,29
2012,13.22115421,0,0,28
2012,13.46153831,1,1,30
2012,12.98076916,0,0,26
2012,12.01923084,0,0,25
2012,3.461538553,0,0,33
2012,26.44230843,1,1,27
2012,36.05769348,0,1,33
2012,6.009615421,0,0,33
2012,6.804733753,0,1,26
2012,9.615385056,0,1,28
2012,14.9572649,1,0,32
2012,48.07692337,1,1,31
2012,16.82692337,0,0,31
2012,11,0,1,30
2012,43.07692337,1,0,34
2012,17.30769157,1,1,25
2012,10.57692337,1,1,32
2012,30.76922989,0,0,26
2012,13.73626328,1,0,29
2012,12.98076916,0,1,26
2012,13.46153831,1,0,34
2012,14.42307663,0,0,34
2012,12.98076916,0,1,27
2012,22.5,0,0,25
2012,91.45602417,0,0,28
2012,14.42307663,0,0,30
2012,14.42307663,0,0,32
2012,33.65384674,1,1,34
2012,15.625,0,0,28
2012,24.03846169,1,0,34
2012,16.34615326,0,1,33
2012,14.42307663,0,0,30
2012,19.23077011,1,0,25
2012,16.48351669,0,1,31
2012,26.70940208,1,0,31
2012,35.57692337,0,0,27
2012,17.78846169,1,1,30
2012,18.49816895,0,0,26
2012,9.616346359,0,1,27
2012,21.15384674,0,1,31
2012,10.57692337,0,1,30
2012,28.84615326,1,0,27
2012,16.34615326,0,0,30
2012,19.23077011,0,0,30
2012,16.02564049,0,1,33
2012,7.692307472,0,0,30
2012,17.78846169,1,1,34
2012,11.53942299,0,0,33
2012,9.615385056,0,1,26
2012,26.92307663,0,0,28
2012,15.10988998,0,0,33
2012,14.65201473,1,1,31
2012,10.09615421,0,1,28
2012,19.23077011,0,0,31
2012,13.46153831,0,0,30
2012,9.615385056,0,1,29
2012,26.44230843,0,0,32
2012,16.02564049,0,1,33
2012,14.42307663,0,1,29
2012,34.61538315,1,0,29
2012,45.67307663,1,0,25
2012,17.30769157,1,1,25
2012,20.67307663,1,1,25
2012,7.211538315,0,1,28
2012,14.42307663,1,0,27
2012,12.01923084,1,1,25
2012,28.84615326,0,0,34
2012,23.07692337,1,1,29
2012,24.03846169,0,0,28
2012,29.9145298,1,0,26
2012,19.23077011,1,0,25
2012,21.36752129,1,0,29
2012,5.769230843,1,1,25
2012,16.66666603,1,0,34
2012,19.71153831,1,1,31
2012,7.264957428,0,0,33
2012,16.82692337,1,1,28
2012,26.92307663,1,0,30
2012,15.38461494,0,1,32
2012,16.82692337,0,0,29
2012,16.55982971,1,1,34
2012,11.92307663,1,0,34
2012,11.53846169,0,0,31
2012,12.01923084,0,1,34
2012,13.73626328,0,1,28
2012,29.91538429,1,0,33
2012,25.86538506,0,0,32
2012,18.07692337,1,1,31
2012,14.42307663,0,0,28
2012,16.82692337,1,0,28
2012,10.98901081,0,1,28
2012,17.09401703,1,0,29
2012,14.32692337,0,0,28
2012,11.05769253,1,1,33
2012,29.38568306,1,1,32
2012,17.62820435,1,1,27
2012,26.44230843,1,0,29
2012,21.63461494,1,1,26
2012,28.84615326,1,0,34
2012,28.38827896,1,0,27
2012,14.9572649,0,0,31
2012,12.01923084,1,1,33
2012,24.94802475,0,0,27
2012,12.85714245,1,0,34
2012,14,1,1,25
2012,12.5,0,0,26
2012,23.93162346,1,1,33
2012,10.22913265,1,0,34
2012,12.5,0,1,26
2012,12.98076916,0,0,26
2012,27.2435894,1,1,26
2012,19.71153831,1,0,28
2012,31.25,1,0,32
2012,16.82692337,1,0,31
2012,27.47252655,1,1,31
2012,45.67307663,1,0,30
2012,19.23077011,1,1,30
2012,10.57692337,0,1,26
2012,17.09134674,1,0,34
2012,20.83333397,1,0,26
2012,6.827442646,0,1,33
2012,15.38461494,0,0,31
2012,10.09615421,0,1,26
2012,31.25,1,0,28
2012,13.03461552,1,1,27
2012,14.42307663,0,0,30
2012,12.01923084,0,1,32
2012,15.38461494,1,1,30
2012,18.18181801,1,0,30
2012,26.06837654,1,0,27
2012,10.57692337,0,0,26
2012,13.94230747,0,0,25
2012,22.69230843,1,0,31
2012,16.34615326,0,1,34
2012,20.19230843,1,0,29
2012,13.46153831,1,1,29
2012,23.07692337,1,0,32
2012,17.30769157,0,0,28
2012,23.07692337,0,0,34
2012,16.82692337,1,1,27
2012,17.09401703,1,0,25
2012,20.19230843,0,0,25
2012,21.36752129,1,1,29
2012,28.84615326,1,0,29
2012,12.23776245,0,0,34
2012,57.69230652,1,0,30
2012,16.82692337,1,1,32
2012,11.65501213,1,0,25
2012,16.34615326,1,0,33
2012,32.21154022,1,1,33
2012,9.8039217,0,1,31
2012,10.69518757,0,0,29
2012,38.60577011,1,0,32
2012,26.15384674,0,0,31
2012,9.615385056,1,1,33
2012,14.42307663,0,0,32
2012,15.86538506,1,1,32
2012,12,0,1,30
2012,11.53846169,0,0,29
2012,13.84615421,1,1,27
2012,36.05769348,0,0,33
2012,17.78942299,1,0,32
2012,16.34615326,1,0,25
2012,10.57692337,1,0,31
2012,10.57692337,1,0,26
2012,22.43589783,1,0,33
2012,14.90384579,1,1,33
2012,13.46153831,0,0,25
2012,13.46153831,0,0,25
2012,72.11538696,1,1,28
2012,4.273504257,1,1,33
2012,4.273504257,1,1,31
2012,9.615385056,0,0,28
2012,12.01923084,0,1,30
2012,9.663461685,0,1,33
2012,11.1824789,0,0,30
2012,9.134614944,1,0,33
2012,10.98901081,0,0,26
2012,8.903134346,0,1,29
2012,17.09401703,0,0,32
2012,9.134614944,0,1,32
2012,36.05769348,1,0,32
2012,17.62820435,0,1,32
2012,10.61538506,0,0,25
2012,37.39316177,1,1,25
2012,12.98076916,1,1,25
2012,12.39316273,0,0,27
2012,9.615385056,0,0,28
2012,12.30769253,0,0,25
2012,14.42307663,0,1,28
2012,10.09615421,0,1,31
2012,16.82692337,1,1,32
2012,16.82692337,0,0,34
2012,36.09401703,1,0,32
2012,25,0,1,29
2012,43.80341721,1,0,33
2012,12.98076916,1,0,26
2012,5.952381134,0,0,25
2012,13.00480747,1,1,34
2012,15.86538506,0,0,32
2012,15.86538506,0,1,31
2012,26.04166603,1,1,28
2012,21.44970322,0,0,33
2012,16.82692337,1,1,32
2012,12.69230747,0,0,26
2012,19.03846169,1,0,29
2012,16.66666603,1,1,29
2012,12.30769253,0,0,32
2012,18.26922989,1,0,31
2012,14.42307663,1,1,32
2012,15.38461494,1,0,32
2012,11.12266159,1,1,33
2012,14.42307663,1,0,31
2012,19.23077011,1,0,34
2012,7.692307472,0,0,32
2012,13.75,0,0,31
2012,25.96153831,1,0,26
2012,39.90384674,1,0,26
2012,14.79289913,1,1,33
2012,11.05769253,0,0,29
2012,14.90384579,1,1,34
2012,21.63461494,1,0,33
2012,15.38461494,1,1,29
2012,31.25,1,0,32
2012,16.15384674,0,0,34
2012,31.11111069,1,1,34
2012,24.03846169,1,1,34
2012,12.35769272,0,0,31
2012,26.92307663,1,1,30
2012,16.14658928,1,0,28
2012,15.28340054,1,1,27
2012,14.42307663,1,1,34
2012,15.625,0,0,26
2012,11.1888113,1,0,31
2012,9.615385056,0,0,34
2012,8.51777935,0,1,34
2012,12.25490189,1,1,29
2012,15.23076916,1,0,30
2012,8.653845787,1,1,33
2012,12.01923084,0,0,28
2012,55.28845978,1,0,27
2012,12.98076916,1,1,28
2012,16.53846169,1,1,28
2012,29.38034248,1,1,32
2012,23.07692337,0,0,32
2012,12.06730747,1,1,25
2012,20.2429142,1,0,32
2012,16.82692337,0,1,34
2012,9.615385056,1,1,30
2012,33.42266846,1,1,32
2012,42.30769348,1,0,30
2012,20.97902107,1,0,33
2012,38.46154022,1,0,34
2012,7.5,0,1,34
2012,19.23077011,1,1,33
2012,15.86538506,0,0,31
2012,2.5,1,1,31
2012,11.15384579,1,1,31
2012,33.65384674,1,1,31
2012,12.01923084,0,1,32
2012,7.692307472,0,0,30
2012,16.23931694,0,0,32
2012,9.615385056,1,1,30
2012,7.796257973,1,1,34
2012,13.75,0,0,34
2012,18.26922989,0,1,33
2012,10.14957237,0,1,34
2012,6.250961304,0,1,25
2012,21.63461494,1,1,34
2012,14.42307663,1,0,25
2012,19.76495743,1,1,25
2012,24.03846169,1,1,31
2012,18.46153831,1,0,31
2012,14.90384579,1,1,30
2012,18.80341911,1,1,31
2012,14.66346169,1,1,33
2012,18.75,1,1,33
2012,19.03846169,1,0,33
2012,24.03846169,1,1,30
2012,19.6581192,0,0,29
2012,16.82692337,0,0,29
2012,8.653845787,0,1,30
2012,12.01923084,0,1,30
2012,26.44230843,1,1,34
2012,7.692307472,1,1,31
2012,16.82692337,0,1,32
2012,15.38461494,0,0,25
2012,7.371794701,0,0,32
2012,7.371794701,0,0,29
2012,7.051281929,0,0,25
2012,5.769230843,0,1,34
2012,28.84615326,1,1,32
2012,19.23077011,0,1,27
2012,12.82051277,0,0,32
2012,9.615385056,0,1,31
2012,12.98076916,1,0,27
2012,28.5714283,0,1,30
2012,6.923077106,0,1,33
2012,31.53846169,0,0,34
2012,11.98568916,0,0,30
2012,16.48351669,1,0,33
2012,9.935897827,1,1,28
2012,9.615385056,1,1,31
2012,12.01923084,0,1,34
2012,13.67521381,1,1,29
