Dates,TSX,CAC,DAX,NIK,FTSE,SP
21-Nov-94,4074.3,1927.8,2105.3,19122,3121,458.3
22-Nov-94,4058.2,1911.4,2074.8,18963,3078.7,450.09
23-Nov-94,4048.6,1893.1,2033.3,18832,3027.5,449.93
24-Nov-94,4085.6,1934.7,2056,18701,3036.6,451.11
25-Nov-94,4099.3,1945.9,2051.6,18667,3033.5,452.29
28-Nov-94,4088.4,1952.4,2058.5,18811,3047.1,454.16
29-Nov-94,4103.7,1940,2044.3,18926,3061.1,455.17
30-Nov-94,4093.4,1975.9,2048.3,19076,3081.4,453.69
1-Dec-94,4082.4,1964,2046.6,19014,3039.6,448.92
2-Dec-94,4093,1982.7,2038.5,18998,3017.3,453.3
5-Dec-94,4096.6,1973.7,2071.1,19306,3033.5,453.32
6-Dec-94,4079.4,1969,2046.9,19340,3016.1,453.11
7-Dec-94,4079.8,1969.8,2055.6,19174,3012.5,451.23
8-Dec-94,4046.6,1954.1,2042.2,19180,3013.8,445.45
9-Dec-94,4034.3,1937,2028.3,18978,2977.3,446.96
12-Dec-94,4045.1,1919.3,2024.8,18975,2943.4,449.47
13-Dec-94,4044.4,1917.1,2011.3,18875,2946.4,450.15
14-Dec-94,4078.9,1930.2,2024.8,18931,2980.6,454.97
15-Dec-94,4111.7,1931.1,2052.6,19121,2973.4,455.34
16-Dec-94,4118,1924.2,2070.1,19163,3013.6,458.8
19-Dec-94,4136.8,1928.1,2075.9,19271,3034.4,457.91
20-Dec-94,4154.1,1924.7,2079.9,19407,3058.1,457.1
21-Dec-94,4175.6,1940.9,2086.7,19341,3070.4,459.61
22-Dec-94,4182.7,1952.1,2100.7,19634,3091.7,459.68
23-Dec-94,4193.2,1949.9,2094,19680.5,3083.4,459.83
26-Dec-94,4195.966667,1966.6,2100.1,19727,3087.533333,461.15
27-Dec-94,4198.733333,1956,2106.2,19711,3091.666667,462.47
28-Dec-94,4201.5,1927.8,2109,19666,3095.8,460.86
29-Dec-94,4202.7,1894.2,2077,19753,3065.6,461.17
30-Dec-94,4213.6,1881.2,2106.6,19723,3065.5,459.27
2-Jan-95,4199.75,1883.55,2079.5,19710,3065.6,459.19
3-Jan-95,4185.9,1885.9,2074.8,19697,3065.7,459.11
4-Jan-95,4154.5,1901.8,2072.3,19684,3051.6,460.71
5-Jan-95,4160.4,1871.5,2062.5,19616,3032.3,460.34
6-Jan-95,4151.7,1886.4,2053.9,19519,3065,460.68
9-Jan-95,4160.5,1864.2,2059.2,19445,3055.8,460.83
10-Jan-95,4191.9,1859.2,2051.1,19501,3060.4,461.68
11-Jan-95,4186.7,1849.1,2061.1,19548,3049.4,461.66
12-Jan-95,4152.7,1844.1,2071.3,19410,3033.2,461.64
13-Jan-95,4133.4,1854,2055.6,19331,3048.3,465.97
16-Jan-95,4164.7,1872.8,2085.6,19286,3076.7,469.38
17-Jan-95,4147.6,1856.9,2083.9,19241,3054,470.05
18-Jan-95,4170.8,1860.3,2078.9,19223,3054.9,469.71
19-Jan-95,4141.9,1837.1,2089.4,19076,3028.6,466.95
20-Jan-95,4098.8,1813.3,2055.6,18840,2995.9,464.78
23-Jan-95,4049.4,1772.8,2026.8,17785,2954.2,465.82
24-Jan-95,4080.6,1780.2,2018,18061,2969,465.86
25-Jan-95,4106.4,1802.5,2026.8,18159,2982.2,467.44
26-Jan-95,4087.5,1826.3,2030.7,18071,3007.3,468.32
27-Jan-95,4042.8,1814.1,2031.7,18104,3022.2,470.39
30-Jan-95,3991.4,1813.4,2035,18753,2995.9,468.51
31-Jan-95,4017.5,1797.9,2021.3,18650,2991.6,470.42
1-Feb-95,4019.1,1827.8,2048.4,18739,3017.3,470.4
2-Feb-95,4061.1,1816.1,2045.3,18604,3034.7,472.79
3-Feb-95,4105.1,1842.4,2058,18539,3059.7,478.65
6-Feb-95,4119.8,1872.1,2089.7,18667,3062,481.14
7-Feb-95,4101,1870.4,2092.5,18501,3072.7,480.81
8-Feb-95,4104.2,1850.9,2087.6,18290,3072.5,481.19
9-Feb-95,4116,1874.4,2112.7,18100,3099,480.19
10-Feb-95,4110.6,1869.4,2130.2,18291,3109.9,481.46
13-Feb-95,4100.4,1850.1,2117,18314,3081.1,481.65
14-Feb-95,4110.5,1856.1,2133.2,18138,3071.3,482.55
15-Feb-95,4125.2,1861.9,2135,17991,3074.9,484.54
16-Feb-95,4099.7,1835,2115.7,17781,3051.1,485.22
17-Feb-95,4101.2,1822.5,2117,18021,3044.2,481.97
20-Feb-95,4106.6,1802.2,2101.5,17956,3018.6,482.345
21-Feb-95,4101.9,1805.6,2097,18096,3023.4,482.72
22-Feb-95,4121.1,1804.4,2093.2,18107,3019.5,485.07
23-Feb-95,4143.1,1827,2118.2,17830,3049.3,486.91
24-Feb-95,4120.1,1805.7,2118.6,17473,3037.7,488.11
27-Feb-95,4094.1,1802.2,2099.3,16809,3025.3,483.81
28-Feb-95,4124.8,1776.9,2102.2,17053,3009.3,487.39
1-Mar-95,4083.8,1808.4,2126.2,16619,3041.2,485.65
2-Mar-95,4081.2,1807.4,2118.7,16963,3038.2,485.13
3-Mar-95,4097,1795.2,2109.5,17040,3025.1,485.42
6-Mar-95,4117.1,1773.3,2070.3,17041,3001.9,485.63
7-Mar-95,4122.5,1748.6,2053.3,16955,2977,482.12
8-Mar-95,4136,1756.8,2025.2,16621,2992.1,483.14
9-Mar-95,4147,1727.1,2001.6,16763,2986.9,483.16
10-Mar-95,4167.5,1743.1,1994,16358,3021.1,489.57
13-Mar-95,4177.9,1721.8,1999.5,16478,3011.8,490.05
14-Mar-95,4190.5,1769,2000.5,16246,3050.6,492.89
15-Mar-95,4218.8,1738.6,2010.1,16667,3047,491.88
16-Mar-95,4225.6,1785.8,1992.1,16356,3094.1,495.41
17-Mar-95,4228,1788.8,2005.2,16251,3089.3,495.52
20-Mar-95,4249.8,1811.6,1991.8,16130,3124.2,496.14
21-Mar-95,4246.2,1813.8,1983,16017.5,3135,495.07
22-Mar-95,4263.2,1818,1984.1,15905,3139.7,495.67
23-Mar-95,4290.4,1795.7,1936.1,15813,3136.4,495.95
24-Mar-95,4317.1,1817.3,1925.4,15750,3153.4,500.97
27-Mar-95,4308.5,1836.1,1946.9,16096,3149.8,503.2
28-Mar-95,4299.7,1837.2,1911,16682,3128.3,503.9
29-Mar-95,4299,1852.4,1918.9,16461,3142.3,503.12
30-Mar-95,4319.5,1893,1918.5,16512,3176.2,502.22
31-Mar-95,4313.6,1859.5,1922.6,16140,3137.9,500.71
3-Apr-95,4277.2,1864,1930.8,15381,3143.1,501.85
4-Apr-95,4251.8,1882.8,1965,15631,3188.1,505.24
5-Apr-95,4285.1,1872.9,1969.8,15882,3190.2,505.57
6-Apr-95,4284.4,1890.2,1979.3,15816,3200.9,506.08
7-Apr-95,4264.9,1900.4,1981.9,15720,3210.9,506.42
10-Apr-95,4247.1,1880.9,1972.3,16163,3204.2,507.01
11-Apr-95,4275,1869.3,1993.7,16269,3190.9,505.53
12-Apr-95,4296.5,1871.9,1988.5,16345,3209.8,507.17
13-Apr-95,4303.3,1881.1,1986.5,16439,3208.8,509.23
14-Apr-95,4303,1872.633333,1979.433333,16048,3204.033333,507.68
17-Apr-95,4302.7,1864.166667,1972.366667,16304,3199.266667,506.13
18-Apr-95,4299.4,1855.7,1965.3,16225,3194.5,505.37
19-Apr-95,4283.3,1874.9,1951,16376,3170.1,504.92
20-Apr-95,4250,1882,1956,16643,3174.7,505.29
21-Apr-95,4258.1,1928.4,1976.6,16968,3199.9,508.49
24-Apr-95,4280.7,1918.5,1976.2,16804,3209.3,512.89
25-Apr-95,4281.1,1945.9,2007,16910,3214.9,512.1
26-Apr-95,4282.9,1942.3,2029.5,16826,3226.2,512.66
27-Apr-95,4273.8,1931,2026.1,16884,3217.6,513.55
28-Apr-95,4279.5,1918.5,2015.9,16807,3216.7,514.71
1-May-95,4292.4,1927.7,2025.9,16811,3220.4,514.26
2-May-95,4297.9,1936.9,2035.9,17089,3248.2,514.86
3-May-95,4300.3,1971.1,2028.7,17092.75,3262.6,520.48
4-May-95,4298.9,1946.2,2044.8,17096.5,3264.3,520.54
5-May-95,4278.3,1927.4,2023.8,17100.25,3251.7,520.12
8-May-95,4295.2,1958.05,2024.8,17104,3256.45,523.96
9-May-95,4282.6,1988.7,2039.6,16958,3261.2,523.56
10-May-95,4281.2,1996.7,2059.1,16826,3290.1,524.36
11-May-95,4264.1,2003.6,2078.1,16462,3317.9,524.37
12-May-95,4268.4,2017.3,2096.9,16421,3310.3,525.55
15-May-95,4310.8,1991.5,2086.7,16610,3310.7,527.74
16-May-95,4345.6,2001.3,2110.5,16389,3300.8,528.19
17-May-95,4373.4,2004.7,2095.3,16471,3297.4,527.07
18-May-95,4374.7,1989.8,2087.1,16313,3285.8,519.58
19-May-95,4367.3,1965.5,2065.1,16141,3261,519.19
22-May-95,4397.45,1979.5,2083.2,15789,3284.5,523.65
23-May-95,4427.6,1965.3,2080.4,15916,3291.8,528.59
24-May-95,4441.2,1960.7,2105.1,15971,3327.3,528.61
25-May-95,4447.4,1939.9,2091.5,15579,3328.2,528.59
26-May-95,4425.9,1919.1,2077.9,15694,3311.1,523.65
29-May-95,4432.2,1927.8,2067.4,15574,3310.5,523.615
30-May-95,4436.8,1927.3,2087.7,15763,3309.9,523.58
31-May-95,4448.6,1948,2092.2,15437,3319.4,533.4
1-Jun-95,4445.6,1960.8,2126.4,15595,3340.6,533.49
2-Jun-95,4449.8,1971.3,2136.3,15849,3345,532.51
5-Jun-95,4463.5,1968.6,2141.35,15897,3376.6,535.6
6-Jun-95,4484.6,1965.9,2146.4,15661,3380,535.55
7-Jun-95,4476.3,1974.7,2141.1,15680,3370.8,533.13
8-Jun-95,4479.9,1951.2,2131,15442,3380.8,532.35
9-Jun-95,4463.6,1897,2121.8,15044,3337.7,527.94
12-Jun-95,4466.8,1907.8,2119.6,14813,3344.6,530.88
13-Jun-95,4492.1,1922.8,2115.1,14600,3348,536.05
14-Jun-95,4494.3,1893.7,2128,14660,3339.8,536.47
15-Jun-95,4518.5,1920.7,2124,14867,3370.4,537.12
16-Jun-95,4525.3,1905,2120,14703,3366.1,539.83
19-Jun-95,4562.1,1918.4,2141.8,14700,3381.3,545.22
20-Jun-95,4547.4,1896.1,2136.7,14666,3377.2,544.98
21-Jun-95,4530.4,1902.8,2143.7,14951,3378.3,543.98
22-Jun-95,4536.1,1925.2,2148.7,14926,3403.8,551.07
23-Jun-95,4544.8,1895.1,2139.8,15265,3379.4,549.71
26-Jun-95,4503.1,1902.4,2130.4,15145,3309.2,544.13
27-Jun-95,4520.9,1877.7,2122.4,14759,3313.2,542.43
28-Jun-95,4528.9,1865.5,2096.4,14618,3282.7,544.73
29-Jun-95,4521.1,1861.9,2106.6,14507,3294,543.87
30-Jun-95,4527.2,1858.8,2083.9,14517,3314.6,544.75
3-Jul-95,4532.75,1879.7,2092.3,14485,3323.7,547.09
4-Jul-95,4538.3,1889.4,2114.9,14756,3349.2,547.175
5-Jul-95,4553.3,1907.8,2105.7,14830,3394.9,547.26
6-Jul-95,4560.2,1889.5,2121.2,15257,3388.3,553.99
7-Jul-95,4624.8,1950.8,2153.4,16213,3462.9,556.37
10-Jul-95,4640.4,1949.4,2179.3,16243,3455,557.19
11-Jul-95,4649.8,1961.3,2201.9,16588,3464,554.78
12-Jul-95,4710.3,1961.7,2199.1,16606,3450.6,560.89
13-Jul-95,4698,1948.3,2214.4,16506,3447.2,561
14-Jul-95,4688.8,1949.9,2184.9,16518,3429.2,559.89
17-Jul-95,4700.4,1951.5,2199.6,16842,3442.6,562.72
18-Jul-95,4667.4,1929,2193,16574,3420.7,558.46
19-Jul-95,4607.5,1931.2,2182.9,16422,3405.3,550.98
20-Jul-95,4611.4,1905.9,2184.3,16453,3400.4,553.54
21-Jul-95,4600,1908.9,2201.9,16589,3413.1,553.62
24-Jul-95,4620.6,1926.6,2197.5,16592,3431.6,556.63
25-Jul-95,4619.2,1941.3,2229.1,16148,3432.9,561.1
26-Jul-95,4601.9,1942.5,2240.8,16387,3454.3,561.61
27-Jul-95,4601.1,1947.9,2234.4,16625,3458.3,565.22
28-Jul-95,4609.5,1932.8,2230,16649,3468.9,562.93
31-Jul-95,4615.1,1920,2218.7,16678,3463.3,562.06
1-Aug-95,4586.9,1917.8,2220,16359,3449.9,559.64
2-Aug-95,4594.7,1960,2241.5,16721,3499.9,558.8
3-Aug-95,4603.8,1950.8,2240.7,16894,3475.6,558.75
4-Aug-95,4613.9,1957.1,2236,16741,3482.4,558.94
7-Aug-95,4617.8,1950.4,2243.4,16615,3483.5,560.03
8-Aug-95,4621.7,1954.7,2237.7,16839,3468.8,560.39
9-Aug-95,4623.9,1943.7,2221.8,16789,3468.3,559.71
10-Aug-95,4609.5,1949.2,2218.7,16729,3474.7,557.45
11-Aug-95,4588.4,1946.2,2232.9,16792,3467.5,555.11
14-Aug-95,4598.5,1954.266667,2208.5,16917,3441.4,559.74
15-Aug-95,4593.3,1962.333333,2227.6,17453,3444.4,558.57
16-Aug-95,4608.4,1970.4,2252.9,18159,3465.1,559.97
17-Aug-95,4620.2,1967.3,2260.3,18150,3470.6,559.04
18-Aug-95,4619.9,1971.6,2263.5,18032,3509.8,559.21
21-Aug-95,4608.3,1984.4,2269.4,17871,3535.7,558.11
22-Aug-95,4601.7,1963.3,2258.9,17878,3530.2,559.52
23-Aug-95,4608,1957.4,2263.4,17732,3515.9,557.14
24-Aug-95,4596.4,1939.2,2262.9,17922,3520,557.46
25-Aug-95,4591,1937.8,2249.3,17771,3524.9,560.1
28-Aug-95,4576.8,1890.1,2241.1,17847,3513.75,559.05
29-Aug-95,4551.9,1899.5,2231.6,18135,3502.6,560
30-Aug-95,4531.2,1921.4,2240.1,17984,3504,560.92
31-Aug-95,4516.7,1883.4,2238.3,18117,3477.8,561.88
1-Sep-95,4525.9,1881.7,2233.1,18121,3509.4,563.84
4-Sep-95,4543.05,1900.5,2250.3,17749,3522.7,566.505
5-Sep-95,4560.2,1902.5,2264.8,17794,3532.4,569.17
6-Sep-95,4572.1,1884.8,2277.1,17620,3557.7,570.17
7-Sep-95,4567.3,1861.7,2268,17621,3545.6,570.29
8-Sep-95,4571.5,1854.9,2273.7,18280,3554.5,572.68
11-Sep-95,4592.8,1869.7,2260.8,18486,3549.3,573.91
12-Sep-95,4613.2,1873.6,2270.8,18472,3535.9,576.51
13-Sep-95,4586.9,1898.2,2295.5,18614,3570.8,578.77
14-Sep-95,4582.7,1892.4,2300,18759,3565.4,583.61
15-Sep-95,4560.8,1880,2317,18539,3564.6,583.35
18-Sep-95,4549.4,1871.7,2301.4,18319,3533.3,582.77
19-Sep-95,4538.5,1882.5,2311.3,18474,3541.4,584.2
20-Sep-95,4550.5,1863.8,2305.1,18199,3561.5,586.77
21-Sep-95,4542.2,1853.9,2287.3,18035,3557.9,583
22-Sep-95,4522.8,1790.7,2211.8,17714,3514.8,581.73
25-Sep-95,4521.3,1800.6,2208.4,17566,3507,581.81
26-Sep-95,4519.9,1816.3,2227.9,17922,3523.3,581.41
27-Sep-95,4500.1,1791.8,2185.4,18262,3485,581.04
28-Sep-95,4521.5,1767.6,2171.9,18023,3479,585.87
29-Sep-95,4529.8,1788.4,2187,17913,3508.2,584.41
2-Oct-95,4494.9,1780.7,2205,17740,3520.2,581.72
3-Oct-95,4499.5,1800.7,2211.4,18143,3524.2,582.34
4-Oct-95,4492.6,1803.9,2217.8,18145,3544.1,581.47
5-Oct-95,4499.8,1800.3,2208.8,18220,3544.4,582.63
6-Oct-95,4495.4,1809.6,2171.4,18506,3526.5,582.49
9-Oct-95,4483.85,1785.7,2168.7,18176,3510.3,578.37
10-Oct-95,4472.3,1778,2138.8,18033.5,3460.1,577.52
11-Oct-95,4474.6,1794.4,2145.3,17891,3474.3,579.46
12-Oct-95,4476.7,1803.8,2158.1,17971,3523.8,583.1
13-Oct-95,4507.8,1817,2196.8,17881,3568,584.5
16-Oct-95,4503.4,1790.5,2191.4,18016,3557.3,583.03
17-Oct-95,4515.6,1779.7,2201,17917,3562.2,586.78
18-Oct-95,4488.9,1770.7,2194.8,17896,3593,587.44
19-Oct-95,4475.5,1757.3,2179.6,17955,3578.6,590.65
20-Oct-95,4438.3,1740.7,2170.5,18157,3551.4,587.46
23-Oct-95,4315.5,1721.1,2107.4,18156,3531.5,585.06
24-Oct-95,4352.2,1724.2,2113.6,18014,3535.3,586.54
25-Oct-95,4331.5,1764.1,2150.1,17971,3537.8,582.47
26-Oct-95,4314.2,1754.1,2131.8,17727,3519.6,576.72
27-Oct-95,4335.3,1742.4,2096.1,17337,3497.9,579.7
30-Oct-95,4379.8,1795.3,2146.1,17509,3510,583.25
31-Oct-95,4459.2,1814,2167.9,17655,3529.1,581.5
1-Nov-95,4453,1821.35,2163.2,17474,3518.7,584.22
2-Nov-95,4500,1828.7,2184,18029,3523,589.72
3-Nov-95,4536.5,1832.1,2181.7,18033,3500.4,590.57
6-Nov-95,4590.7,1822.6,2165.8,18037,3514.8,588.46
7-Nov-95,4584.5,1857.4,2175,18021,3522.4,586.32
8-Nov-95,4576.4,1866.3,2172.3,17863,3537.1,591.71
9-Nov-95,4582,1852.6,2192.8,17821,3541.6,593.26
10-Nov-95,4578,1839.8,2172.2,17844,3523.4,592.72
13-Nov-95,4592.7,1838.2,2175.3,17789,3536.8,592.3
14-Nov-95,4572.2,1838.2,2197.3,17803,3547.9,589.29
15-Nov-95,4560.5,1875.2,2186.2,17683,3571.4,593.96
16-Nov-95,4575.7,1905.1,2200.7,17940,3610.8,597.34
17-Nov-95,4599.6,1890.5,2201.3,18151,3609.2,600.07
20-Nov-95,4600.8,1881.4,2218.3,18384,3628.8,596.85
21-Nov-95,4624.7,1872.9,2205.1,18384,3604.1,600.24
22-Nov-95,4658.9,1875.5,2193.3,18240,3632.4,598.4
23-Nov-95,4672.3,1867.1,2192.3,18227.5,3602.5,599.185
24-Nov-95,4672,1891,2198.2,18215,3624,599.97
27-Nov-95,4660,1889.8,2238.1,18543,3649,601.32
28-Nov-95,4674.2,1870.3,2241.5,18688,3648.8,606.45
29-Nov-95,4670.8,1857.3,2245.6,18534,3655.5,607.64
30-Nov-95,4661.2,1828.3,2242.8,18744,3664.3,605.37
1-Dec-95,4674,1820.9,2260.7,18833,3664.3,606.98
4-Dec-95,4711.9,1774.9,2252.2,18897,3669.7,613.68
5-Dec-95,4722.7,1814.9,2261,18880,3664.2,617.68
6-Dec-95,4745.1,1834.8,2267.2,19068,3662.8,620.18
7-Dec-95,4724.3,1846.8,2263.1,19412,3639.5,616.17
8-Dec-95,4740.6,1856.3,2267.5,19287,3630,617.48
11-Dec-95,4739.8,1849.6,2272.8,19227,3652.1,619.52
12-Dec-95,4703.7,1848.9,2289.8,19313,3654.9,618.78
13-Dec-95,4698.4,1833.8,2277.8,19283,3662.4,621.69
14-Dec-95,4680.8,1875,2285.9,19499,3671.6,616.92
15-Dec-95,4672.9,1859.3,2284.8,19347,3642.6,616.34
18-Dec-95,4613.4,1820.5,2266.2,19311,3596.1,606.81
19-Dec-95,4653.6,1810.2,2235.6,19140,3576.9,611.93
20-Dec-95,4680,1831.2,2262.1,19449,3613.7,605.94
21-Dec-95,4700,1834.4,2265.1,19653,3633.3,610.49
22-Dec-95,4710.7,1873.4,2280.4,19744,3658.3,611.95
25-Dec-95,4710.7,1870.05,2280.4,19775,3664.333333,613.125
26-Dec-95,4710.7,1866.7,2280.4,19905,3670.366667,614.3
27-Dec-95,4684.2,1877,2280.4,20012,3676.4,614.53
28-Dec-95,4689.1,1879.1,2275.8,19873,3676.7,614.12
29-Dec-95,4713.5,1872,2253.9,19868,3689.3,615.93
1-Jan-96,4740.65,1890.2,2269.4,20055.5,3688.6,618.33
2-Jan-96,4767.8,1908.4,2284.9,20243,3687.9,620.73
3-Jan-96,4819.5,1943,2329.2,20430.5,3715.6,621.32
4-Jan-96,4806.8,1931.2,2324.3,20618,3714.1,617.7
5-Jan-96,4839.7,1917.7,2331.9,20669,3704.5,616.71
8-Jan-96,4855.3,1916.6,2323.5,20564,3720.6,618.46
9-Jan-96,4812.5,1916.3,2349.7,20652,3720.6,609.45
10-Jan-96,4781.1,1910.1,2338.2,20612,3671.5,598.48
11-Jan-96,4771.2,1897.9,2329.5,20378,3654.9,602.69
12-Jan-96,4753,1907.6,2356.5,20287,3657.3,601.81
15-Jan-96,4739.7,1924.4,2359.1,20427,3662.7,599.82
16-Jan-96,4766,1952.1,2376.9,20567,3710.6,608.44
17-Jan-96,4773,1966,2371.3,20570,3704.2,606.37
18-Jan-96,4798.1,1960.1,2380.9,20370,3748.7,608.24
19-Jan-96,4821.1,1964.3,2398.8,20366,3748.4,611.83
22-Jan-96,4849,1954.4,2390.5,20197,3754.2,613.4
23-Jan-96,4847.6,1934.1,2384.5,20081,3735,612.79
24-Jan-96,4864.1,1946,2423.1,20313,3758.2,619.96
25-Jan-96,4870.5,1950.2,2443.7,20415,3734.2,617.03
26-Jan-96,4901.2,1966.7,2432.9,20664,3734.7,621.62
29-Jan-96,4949.2,1980.7,2446.1,20589,3734.6,624.22
30-Jan-96,4987.9,2003.1,2435.8,20722,3735.3,630.15
31-Jan-96,4968.4,2021,2470.1,20813,3759.3,636.02
1-Feb-96,5011.1,2024.1,2459.3,20935,3752.8,638.46
2-Feb-96,5032,2022.2,2452.1,20904,3781.3,635.84
5-Feb-96,5033.3,1985.6,2419,20653,3746.6,641.43
6-Feb-96,5049.5,1988.5,2428.3,20751,3747.5,646.33
7-Feb-96,5026.5,1983.3,2446.2,20943,3726.1,649.93
8-Feb-96,5040.5,1956.2,2430.2,21118,3708.4,656.07
9-Feb-96,5037.9,1960.7,2411.9,20935,3716.3,656.37
12-Feb-96,5049.9,1967.7,2428.1,20859.5,3726.6,661.45
13-Feb-96,5045.3,1983.3,2433.9,20784,3747.6,660.51
14-Feb-96,5059.7,1956.4,2427.1,20944,3745,655.58
15-Feb-96,5026.1,1964.2,2423,20886,3779.8,651.32
16-Feb-96,5044.6,1952.5,2429,20803,3770.9,647.98
19-Feb-96,5026.4,1939.7,2398.6,20721,3744.3,644.315
20-Feb-96,4963.8,1932.4,2382.6,20656,3714.6,640.65
21-Feb-96,4961.1,1936.9,2391.1,20372,3725.6,648.1
22-Feb-96,4980.9,1953.3,2412,20341,3740,658.86
23-Feb-96,4962.9,1976.9,2451.8,20300,3740.3,659.08
26-Feb-96,4957.1,1960.9,2442.3,20480,3704.2,650.46
27-Feb-96,4954.3,1974.5,2444.9,20000,3715.9,647.24
28-Feb-96,4947.2,1996.9,2472.5,19920,3738.2,644.75
29-Feb-96,4933.7,1990.8,2473.6,20125,3727.6,640.43
1-Mar-96,4956.6,2017.2,2501.2,20169,3752.7,644.37
4-Mar-96,4979.9,2015.3,2488,20064,3768.6,650.81
5-Mar-96,4995.9,2001.9,2479,20184,3777.1,655.79
6-Mar-96,4973.3,2005.9,2466,20241,3758.9,652
7-Mar-96,4980.8,2008,2480.9,19957,3758.2,653.65
8-Mar-96,4895.4,1975.5,2469.1,20156,3710.3,633.5
11-Mar-96,4933.6,1948.9,2407.8,19796,3674.5,640.02
12-Mar-96,4936.2,1932.1,2436,19950,3639.5,637.09
13-Mar-96,4948.8,1944.3,2426.4,19735,3640.3,638.55
14-Mar-96,4975.4,1962.4,2426.5,19924,3681.8,640.87
15-Mar-96,4953.6,1950.1,2458.2,20191,3644.8,641.43
18-Mar-96,4960.4,1965,2463.2,20285,3669.6,652.65
19-Mar-96,4967.3,1967.2,2493.3,20443,3693,651.69
20-Mar-96,4961.3,1969.8,2485.9,20585.5,3685.4,649.98
21-Mar-96,4946.7,1976.9,2504.1,20728,3698.3,649.19
22-Mar-96,4952.6,1974.4,2504.2,20701,3707,650.62
25-Mar-96,4967.3,2003.8,2510.3,20915,3681.9,650.04
26-Mar-96,4985.2,2008,2499.3,21015,3660.9,652.97
27-Mar-96,4987.5,2030.5,2525.4,21330,3672.4,648.91
28-Mar-96,4975.2,2020,2508.4,21296,3672.6,648.94
29-Mar-96,4970.8,2044.8,2485.9,21407,3699.7,645.5
1-Apr-96,4994.3,2055.6,2489.1,21560,3718.4,653.73
2-Apr-96,5024.8,2070.4,2501.2,21600,3728.5,655.26
3-Apr-96,5021.5,2064,2494.4,21465,3725.1,655.88
4-Apr-96,5016.4,2075,2495.2,21471,3755.6,655.86
5-Apr-96,5010.2,2077.233333,2497.9,21696,3756.6,650.05
8-Apr-96,5004,2079.466667,2500.6,21424,3757.6,644.24
9-Apr-96,5007.3,2081.7,2503.3,21744,3758.6,642.19
10-Apr-96,5023.6,2093.9,2530,21792,3767.4,633.5
11-Apr-96,5027.7,2072.5,2509.7,21694,3744.2,631.18
12-Apr-96,5021.9,2074.7,2511.8,21660,3766.8,636.71
15-Apr-96,5059,2080.6,2545.9,21883,3790.5,642.49
16-Apr-96,5085.4,2097.3,2538.4,21868,3825.3,645
17-Apr-96,5062.9,2075.1,2524.2,21816,3805.6,641.61
18-Apr-96,5068.7,2086,2535.5,21813,3820.7,643.61
19-Apr-96,5069.6,2092.5,2536.5,21884,3857.1,645.07
22-Apr-96,5095.5,2116.5,2545.9,22124,3852.7,647.89
23-Apr-96,5116.9,2112,2550.2,22120,3833,651.58
24-Apr-96,5116.3,2122.1,2538.3,22282,3817.6,650.17
25-Apr-96,5132.1,2116.4,2532.4,22230,3819.3,652.87
26-Apr-96,5147.8,2138.4,2537.2,22235,3832.8,653.46
29-Apr-96,5152.4,2130.8,2506.5,22138,3809.2,654.16
30-Apr-96,5146.5,2146.8,2505.3,22041,3817.9,654.17
1-May-96,5151.1,2141.8,2503.8,21815,3806,654.58
2-May-96,5117.2,2136.8,2502.3,21662,3776.4,643.38
3-May-96,5124.5,2115.4,2457.5,21606.33333,3751.6,641.63
6-May-96,5140.1,2090.4,2468.9,21550.66667,3737.3,640.81
7-May-96,5167.1,2083.7,2479.5,21495,3723,638.26
8-May-96,5160.8,2084.55,2472.6,21729,3707.3,644.77
9-May-96,5161.2,2085.4,2469.4,21412,3728.3,645.44
10-May-96,5176.8,2114.8,2468.8,21420,3754.4,652.09
13-May-96,5191.1,2100.9,2496.2,21172,3739.2,661.51
14-May-96,5206.6,2122.1,2519.7,21301,3759.7,665.6
15-May-96,5213,2124.6,2528.8,22056,3776.2,665.42
16-May-96,5208.3,2130.75,2533.05,22147,3753.6,664.85
17-May-96,5220.5,2136.9,2537.3,21917,3789.6,668.91
20-May-96,5229.4,2120.6,2550,21979,3778.2,673.15
21-May-96,5238.3,2129.7,2570.8,22092,3789.4,672.76
22-May-96,5239.9,2103.5,2556.9,21958,3764.2,678.42
23-May-96,5223.2,2114.5,2560.5,21724,3747,676
24-May-96,5229.9,2117.7,2542.2,21798,3752.1,678.51
27-May-96,5235.5,2125.3,2550.25,21700,3756.15,675.37
28-May-96,5219.3,2132.9,2558.3,21945,3760.2,672.23
29-May-96,5209.8,2117.1,2551.5,22022,3775.7,667.93
30-May-96,5225.4,2108.4,2527.3,21886,3746.7,671.7
31-May-96,5246.4,2110.1,2542.8,21956,3747.8,669.12
3-Jun-96,5234.3,2121.1,2532.8,21589,3739.2,667.68
4-Jun-96,5224.5,2111,2546.3,21858,3755.2,672.56
5-Jun-96,5194.9,2115.4,2552.5,21881,3753.4,678.44
6-Jun-96,5158.4,2133.2,2554.95,21804,3760.3,673.03
7-Jun-96,5137.3,2102,2557.4,21752,3706.8,673.31
10-Jun-96,5134.1,2120.8,2558.8,21719,3728.8,672.16
11-Jun-96,5106.3,2137.5,2546.4,21818,3755.7,670.97
12-Jun-96,5094.6,2137.3,2568.9,22105,3769.2,669.04
13-Jun-96,5069.6,2126.2,2567.5,22082,3761.7,667.92
